school,position,matches,sets,kills,kills_per_set,errors,total_attacks,hitting_percentage,assists,assists_per_set,service_aces,service_aces_per_set,reception,reception_errors,digs,digs_per_set,block_solo,block_assist,block_total,blocks_per_set,points,points_per_set
Georgetown,DS,22,69,0,0.00,1,6,-.167,2,0.03,22,0.32,263,26,97,1.41,1,0,1,0.01,23.0,0.3
Georgetown,DS,7,16,0,0.00,0,2,.000,0,0.00,2,0.13,0,0,5,0.31,0,0,0,0.00,2.0,0.1
Georgetown,MH,24,85,201,2.36,53,436,.339,7,0.08,0,0.00,20,3,24,0.28,24,38,62,0.73,244.0,2.9
Georgetown,S,17,60,7,0.12,1,42,.143,251,4.18,10,0.17,5,2,112,1.87,0,0,0,0.00,17.0,0.3
Georgetown,RS,2,2,0,0.00,1,4,-.250,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Georgetown,RS,6,7,2,0.29,0,3,.667,0,0.00,0,0.00,0,0,3,0.43,0,0,0,0.00,2.0,0.3
Georgetown,OH,4,8,3,0.38,2,24,.042,1,0.13,0,0.00,3,0,9,1.13,0,0,0,0.00,3.0,0.4
Georgetown,OH,10,26,0,0.00,0,0,-,2,0.08,6,0.23,4,0,9,0.35,0,0,0,0.00,6.0,0.2
Georgetown,DS,24,83,6,0.07,11,55,-.091,32,0.39,20,0.24,290,26,173,2.08,0,2,2,0.02,27.0,0.3
Georgetown,MH,4,5,2,0.40,0,3,.667,0,0.00,0,0.00,0,0,1,0.20,0,1,1,0.20,2.5,0.5
Georgetown,S,16,38,5,0.13,1,14,.286,165,4.34,11,0.29,4,0,51,1.34,0,0,0,0.00,16.0,0.4
Georgetown,RS,20,52,74,1.42,40,258,.132,4,0.08,0,0.00,19,4,27,0.52,3,11,14,0.27,82.5,1.6
Georgetown,OH,23,76,53,0.70,61,241,-.033,25,0.33,23,0.30,308,16,127,1.67,0,13,13,0.17,82.5,1.1
Georgetown,S,24,80,12,0.15,2,22,.455,349,4.36,20,0.25,8,0,121,1.51,0,0,0,0.00,32.0,0.4
Georgetown,OH,17,27,18,0.67,14,78,.051,2,0.07,0,0.00,21,5,16,0.59,1,0,1,0.04,19.0,0.7
Georgetown,OH,23,63,122,1.94,101,408,.051,4,0.06,8,0.13,130,12,52,0.83,4,6,10,0.16,137.0,2.2
Georgetown,MH,24,75,57,0.76,46,192,.057,2,0.03,0,0.00,12,1,15,0.20,12,25,37,0.49,81.5,1.1
Georgetown,DS,24,79,9,0.11,7,51,.039,19,0.24,14,0.18,549,28,247,3.13,0,0,0,0.00,23.0,0.3
Georgetown,OH,18,51,75,1.47,47,219,.128,5,0.10,0,0.00,21,3,18,0.35,2,15,17,0.33,84.5,1.7
Georgetown,MH,1,1,0,0.00,1,1,-1.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Georgetown,RS,23,74,153,2.07,96,436,.131,2,0.03,0,0.00,10,2,31,0.42,4,17,21,0.28,165.5,2.2
Georgetown,DS,3,3,0,0.00,0,1,.000,0,0.00,0,0.00,1,0,1,0.33,0,0,0,0.00,0.0,0.0
Georgetown,OH,23,80,132,1.65,75,405,.141,3,0.04,0,0.00,118,4,47,0.59,4,12,16,0.20,142.0,1.8
Florida Memorial,DS,11,17,1,0.06,2,3,-.333,0,0.00,0,0.00,31,4,12,0.71,0,0,0,0.00,1.0,0.1
Florida Memorial,DS,21,48,24,0.50,10,71,.197,15,0.31,13,0.27,288,25,109,2.27,0,0,0,0.00,37.0,0.8
Florida Memorial,OH,17,59,238,4.03,94,597,.241,11,0.19,25,0.42,243,12,172,2.92,3,20,23,0.39,275.0,4.7
Florida Memorial,RS,4,8,0,0.00,0,2,.000,2,0.25,0,0.00,6,0,2,0.25,0,0,0,0.00,0.0,0.0
Florida Memorial,S,15,39,14,0.36,12,41,.049,159,4.08,14,0.36,11,0,44,1.13,0,5,5,0.13,30.5,0.8
Florida Memorial,MB,17,56,115,2.05,42,286,.255,11,0.20,14,0.25,31,4,34,0.61,2,17,19,0.34,139.5,2.5
Florida Memorial,DS,15,31,2,0.06,2,5,.000,11,0.35,5,0.16,98,9,65,2.10,0,0,0,0.00,7.0,0.2
Florida Memorial,RS,21,72,147,2.04,89,471,.123,8,0.11,19,0.26,188,15,129,1.79,1,20,21,0.29,177.0,2.5
Florida Memorial,OH,18,50,10,0.20,8,37,.054,16,0.32,18,0.36,240,17,117,2.34,1,0,1,0.02,29.0,0.6
Florida Memorial,RS,21,72,144,2.00,69,377,.199,4,0.06,3,0.04,29,5,45,0.63,3,21,24,0.33,160.5,2.2
Florida Memorial,S,21,64,26,0.41,10,85,.188,471,7.36,26,0.41,37,3,109,1.70,2,5,7,0.11,56.5,0.9
Florida Memorial,DS,3,3,0,0.00,0,1,.000,0,0.00,0,0.00,3,1,1,0.33,0,0,0,0.00,0.0,0.0
Florida Memorial,OH,5,6,1,0.17,0,7,.143,0,0.00,0,0.00,0,0,1,0.17,0,0,0,0.00,1.0,0.2
Florida Memorial,OH,21,71,102,1.44,47,272,.202,19,0.27,2,0.03,49,4,38,0.54,7,29,36,0.51,125.5,1.8
Florida Memorial,S,7,9,1,0.11,3,9,-.222,19,2.11,0,0.00,2,0,10,1.11,0,0,0,0.00,1.0,0.1
Florida Memorial,DS,6,7,1,0.14,0,2,.500,0,0.00,0,0.00,3,0,1,0.14,0,0,0,0.00,1.0,0.1
Florida Memorial,RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Florida Memorial,DS,8,10,0,0.00,0,0,-,1,0.10,2,0.20,12,7,9,0.90,0,0,0,0.00,2.0,0.2
Goshen,DS,25,76,7,0.09,3,26,.154,34,0.45,0,0.00,367,33,279,3.67,0,0,0,0.00,7.0,0.1
Goshen,MB,33,111,172,1.55,92,529,.151,4,0.04,10,0.09,6,1,77,0.69,21,48,69,0.62,227.0,2.0
Goshen,DS,33,97,5,0.05,6,28,-.036,27,0.28,15,0.15,510,37,250,2.58,0,0,0,0.00,20.0,0.2
Goshen,DS,24,58,0,0.00,3,6,-.500,0,0.00,0,0.00,79,14,26,0.45,0,0,0,0.00,0.0,0.0
Goshen,MB,32,107,282,2.64,127,753,.206,5,0.05,6,0.06,19,3,76,0.71,8,30,38,0.36,311.0,2.9
Goshen,OH,33,109,264,2.42,117,1006,.146,21,0.19,14,0.13,700,42,330,3.03,6,23,29,0.27,295.5,2.7
Goshen,OH,25,56,47,0.84,53,221,-.027,6,0.11,6,0.11,27,2,19,0.34,1,8,9,0.16,58.0,1.0
Goshen,OH,29,88,45,0.51,39,228,.026,10,0.11,20,0.23,307,22,145,1.65,0,6,6,0.07,68.0,0.8
Goshen,DS,29,89,74,0.83,62,304,.039,6,0.07,4,0.04,193,27,79,0.89,0,11,11,0.12,83.5,0.9
Goshen,S,33,111,20,0.18,10,73,.137,639,5.76,14,0.13,9,2,160,1.44,1,2,3,0.03,36.0,0.3
Goshen,RS,29,63,5,0.08,17,72,-.167,2,0.03,1,0.02,36,4,36,0.57,1,6,7,0.11,10.0,0.2
Goshen,OH,31,88,131,1.49,107,488,.049,2,0.02,0,0.00,109,11,46,0.52,4,17,21,0.24,143.5,1.6
Goshen,S,26,87,3,0.03,8,22,-.227,305,3.51,11,0.13,4,1,135,1.55,0,0,0,0.00,14.0,0.2
Goshen,MB,30,101,79,0.78,61,308,.058,5,0.05,2,0.02,18,1,27,0.27,20,50,70,0.69,126.0,1.2
Goshen,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Governors State,MH/MB,11,38,55,1.45,23,154,.208,2,0.05,0,0.00,3,1,8,0.21,11,14,25,0.66,73.0,1.9
Governors State,S,14,25,1,0.04,1,9,.000,38,1.52,2,0.08,5,1,8,0.32,0,0,0,0.00,3.0,0.1
Governors State,L,11,20,0,0.00,0,1,.000,1,0.05,0,0.00,53,13,18,0.90,0,0,0,0.00,0.0,0.0
Governors State,L/DS,23,88,12,0.14,2,44,.227,35,0.40,19,0.22,355,26,220,2.50,0,2,2,0.02,32.0,0.4
Governors State,OH/RS,1,1,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,1,1.00,0,0,0,0.00,0.0,0.0
Governors State,RS/S,23,89,242,2.72,109,786,.169,15,0.17,23,0.26,292,35,214,2.40,6,25,31,0.35,283.5,3.2
Governors State,RS/S,23,94,49,0.52,13,210,.171,690,7.34,21,0.22,9,3,182,1.94,3,24,27,0.29,85.0,0.9
Governors State,L/DS,17,41,3,0.07,1,4,.500,5,0.12,0,0.00,86,18,39,0.95,0,0,0,0.00,3.0,0.1
Governors State,RS,20,74,50,0.68,37,174,.075,5,0.07,6,0.08,15,8,90,1.22,1,10,11,0.15,62.0,0.8
Governors State,OH,23,94,345,3.67,166,1049,.171,20,0.21,47,0.50,386,49,249,2.65,8,25,33,0.35,412.5,4.4
Governors State,L/DS,15,48,0,0.00,2,7,-.286,13,0.27,2,0.04,136,22,93,1.94,0,0,0,0.00,2.0,0.0
Governors State,OH/L,18,69,25,0.36,28,116,-.026,8,0.12,18,0.26,173,40,105,1.52,2,7,9,0.13,48.5,0.7
Governors State,MB,23,94,107,1.14,55,329,.158,1,0.01,2,0.02,2,0,19,0.20,17,31,48,0.51,141.5,1.5
Governors State,OH/RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Graceland,DS,27,96,1,0.01,3,12,-.167,12,0.13,18,0.19,391,26,166,1.73,0,0,0,0.00,19.0,0.2
Graceland,OH/RS,29,78,120,1.54,101,398,.048,3,0.04,0,0.00,136,10,40,0.51,3,11,14,0.18,128.5,1.6
Graceland,DS/L/S,30,109,2,0.02,8,46,-.130,74,0.68,22,0.20,710,69,493,4.52,0,0,0,0.00,24.0,0.2
Graceland,OH/DS/L,28,71,113,1.59,74,429,.091,3,0.04,0,0.00,189,16,72,1.01,2,5,7,0.10,117.5,1.7
Graceland,MH/RS,30,109,110,1.01,76,373,.091,4,0.04,0,0.00,3,0,29,0.27,24,35,59,0.54,151.5,1.4
Graceland,DS,30,106,5,0.05,0,30,.167,12,0.11,24,0.23,420,39,187,1.76,0,0,0,0.00,29.0,0.3
Graceland,S/RS,29,104,194,1.87,137,709,.080,492,4.73,27,0.26,30,4,203,1.95,11,46,57,0.55,255.0,2.5
Graceland,RS/OH,29,101,301,2.98,186,862,.133,14,0.14,9,0.09,389,25,146,1.45,7,29,36,0.36,331.5,3.3
Graceland,MH/OH,31,113,211,1.87,75,564,.241,5,0.04,40,0.35,9,0,63,0.56,13,35,48,0.42,281.5,2.5
Graceland,MH,29,102,120,1.18,52,383,.178,4,0.04,8,0.08,5,1,24,0.24,18,68,86,0.84,180.0,1.8
Graceland,S,31,113,6,0.05,12,48,-.125,515,4.56,34,0.30,8,2,147,1.30,0,2,2,0.02,41.0,0.4
Grace,DS,33,124,4,0.03,4,23,.000,76,0.61,25,0.20,631,33,502,4.05,0,0,0,0.00,29.0,0.2
Grace,RS,26,80,145,1.81,68,426,.181,3,0.04,0,0.00,4,0,52,0.65,3,34,37,0.46,165.0,2.1
Grace,DS,32,118,1,0.01,1,2,.000,11,0.09,45,0.38,36,3,75,0.64,0,0,0,0.00,46.0,0.4
Grace,S,7,17,2,0.12,5,18,-.167,46,2.71,2,0.12,0,0,19,1.12,0,0,0,0.00,4.0,0.2
Grace,S,28,85,21,0.25,12,77,.117,499,5.87,24,0.28,4,0,173,2.04,0,7,7,0.08,48.5,0.6
Grace,MB,33,122,198,1.62,111,541,.161,10,0.08,0,0.00,11,2,33,0.27,19,75,94,0.77,254.5,2.1
Grace,MB,21,69,134,1.94,67,355,.189,14,0.20,0,0.00,21,0,21,0.30,6,37,43,0.62,158.5,2.3
Grace,OH,30,108,223,2.06,178,816,.055,25,0.23,37,0.34,595,38,303,2.81,5,22,27,0.25,276.0,2.6
Grace,DS,26,96,5,0.05,2,31,.097,29,0.30,14,0.15,470,12,263,2.74,0,1,1,0.01,19.5,0.2
Grace,S,27,93,56,0.60,20,170,.212,578,6.22,15,0.16,4,1,188,2.02,0,8,8,0.09,75.0,0.8
Grace,DS,28,87,4,0.05,4,16,.000,19,0.22,7,0.08,225,14,157,1.80,0,0,0,0.00,11.0,0.1
Grace,OH,4,8,2,0.25,0,4,.500,0,0.00,0,0.00,3,1,1,0.13,0,0,0,0.00,2.0,0.3
Grace,OH,33,113,317,2.81,197,958,.125,11,0.10,0,0.00,111,7,47,0.42,0,19,19,0.17,321.5,2.8
Grace,OH,33,123,234,1.90,110,689,.180,5,0.04,0,0.00,5,0,39,0.32,5,58,63,0.51,268.0,2.2
Grace,OH,23,65,114,1.75,44,470,.149,4,0.06,0,0.00,115,8,42,0.65,0,19,19,0.29,123.5,1.9
Grace,OH,4,7,2,0.29,5,15,-.200,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,2.0,0.3
Grace,DS,30,87,1,0.01,7,22,-.273,16,0.18,26,0.30,171,9,157,1.80,0,1,1,0.01,27.5,0.3
Hope International,S,18,44,4,0.09,4,17,.000,111,2.52,8,0.18,3,0,58,1.32,0,0,0,0.00,12.0,0.3
Hope International,OH,22,54,57,1.06,44,258,.050,6,0.11,2,0.04,98,16,62,1.15,3,17,20,0.37,70.5,1.3
Hope International,S,18,61,2,0.03,1,15,.067,214,3.51,6,0.10,4,1,135,2.21,0,0,0,0.00,8.0,0.1
Hope International,DS,10,23,1,0.04,0,1,1.000,1,0.04,2,0.09,6,0,3,0.13,0,0,0,0.00,3.0,0.1
Hope International,OH,24,65,5,0.08,1,28,.143,13,0.20,15,0.23,148,13,130,2.00,0,0,0,0.00,20.0,0.3
Hope International,OPP,25,83,57,0.69,53,348,.011,3,0.04,0,0.00,10,1,39,0.47,2,51,53,0.64,84.5,1.0
Hope International,MB,25,90,166,1.84,57,426,.256,7,0.08,1,0.01,16,2,47,0.52,13,64,77,0.86,212.0,2.4
Hope International,DS,24,76,4,0.05,3,23,.043,56,0.74,18,0.24,352,24,259,3.41,1,0,1,0.01,23.0,0.3
Hope International,OPP,18,53,42,0.79,39,230,.013,3,0.06,0,0.00,1,0,32,0.60,2,16,18,0.34,52.0,1.0
Hope International,OPP,19,56,1,0.02,1,22,.000,41,0.73,6,0.11,260,20,200,3.57,0,1,1,0.02,7.5,0.1
Hope International,OPP,12,36,0,0.00,0,2,.000,0,0.00,4,0.11,0,0,10,0.28,0,0,0,0.00,4.0,0.1
Hope International,MB,25,89,96,1.08,45,298,.171,6,0.07,0,0.00,13,1,37,0.42,5,51,56,0.63,126.5,1.4
Hope International,OH,23,81,223,2.75,126,795,.122,2,0.02,11,0.14,422,42,163,2.01,2,13,15,0.19,242.5,3.0
Hope International,OH,19,40,32,0.80,16,160,.100,2,0.05,5,0.13,21,2,25,0.63,0,5,5,0.13,39.5,1.0
Hope International,S,25,90,6,0.07,1,20,.250,411,4.57,23,0.26,6,1,191,2.12,0,2,2,0.02,30.0,0.3
Hope International,OH,25,83,221,2.66,133,758,.116,10,0.12,25,0.30,473,32,226,2.72,3,15,18,0.22,256.5,3.1
Haskell,LB,30,114,6,0.05,9,123,-.024,70,0.61,38,0.33,759,48,592,5.19,0,0,0,0.00,44.0,0.4
Haskell,OH/DS,24,88,143,1.63,116,554,.049,15,0.17,21,0.24,370,23,202,2.30,4,3,7,0.08,169.5,1.9
Haskell,OH/S,28,108,210,1.94,87,859,.143,50,0.46,25,0.23,292,10,259,2.40,2,6,8,0.07,240.0,2.2
Haskell,OH,22,68,8,0.12,19,71,-.155,12,0.18,9,0.13,253,18,133,1.96,0,0,0,0.00,17.0,0.3
Haskell,DS,17,65,5,0.08,7,58,-.034,27,0.42,12,0.18,283,13,299,4.60,0,0,0,0.00,17.0,0.3
Haskell,MH/OH,26,95,144,1.52,86,475,.122,9,0.09,39,0.41,28,4,66,0.69,13,29,42,0.44,210.5,2.2
Haskell,MH,30,114,166,1.46,100,575,.115,6,0.05,0,0.00,4,1,19,0.17,41,34,75,0.66,224.0,2.0
Haskell,DS/LB,17,37,0,0.00,3,14,-.214,2,0.05,3,0.08,101,8,64,1.73,0,0,0,0.00,3.0,0.1
Haskell,OH,27,84,178,2.12,130,636,.075,2,0.02,3,0.04,74,8,54,0.64,10,19,29,0.35,200.5,2.4
Haskell,OH,18,41,13,0.32,10,75,.040,1,0.02,2,0.05,20,1,30,0.73,2,6,8,0.20,20.0,0.5
Haskell,S,30,108,72,0.67,20,216,.241,763,7.06,38,0.35,10,4,242,2.24,4,11,15,0.14,119.5,1.1
Haskell,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haskell,OH,2,9,2,0.22,0,4,.500,2,0.22,1,0.11,6,4,7,0.78,0,0,0,0.00,3.0,0.3
Haskell,RS/MH,18,60,44,0.73,34,229,.044,4,0.07,7,0.12,9,2,48,0.80,7,9,16,0.27,62.5,1.0
Haskell,RS/MH,23,66,47,0.71,65,247,-.073,5,0.08,0,0.00,8,3,27,0.41,4,13,17,0.26,57.5,0.9
Haskell,MB,4,5,0,0.00,0,3,.000,0,0.00,0,0.00,1,0,2,0.40,0,0,0,0.00,0.0,0.0
Haskell,S,4,12,2,0.17,1,10,.100,23,1.92,4,0.33,0,0,11,0.92,0,0,0,0.00,6.0,0.5
Hastings,MB,28,103,186,1.81,71,488,.236,3,0.03,0,0.00,1,1,13,0.13,30,91,121,1.17,261.5,2.5
Hastings,DS,28,101,7,0.07,7,50,.000,44,0.44,19,0.19,487,37,200,1.98,0,0,0,0.00,26.0,0.3
Hastings,OH,28,87,16,0.18,18,103,-.019,12,0.14,16,0.18,387,24,189,2.17,0,1,1,0.01,32.5,0.4
Hastings,DS,26,75,2,0.03,1,8,.125,7,0.09,11,0.15,125,14,89,1.19,0,0,0,0.00,13.0,0.2
Hastings,DS,28,103,2,0.02,2,18,.000,46,0.45,19,0.18,433,21,524,5.09,0,0,0,0.00,21.0,0.2
Hastings,MB,6,7,10,1.43,0,23,.435,0,0.00,0,0.00,0,0,1,0.14,1,2,3,0.43,12.0,1.7
Hastings,OH,27,87,235,2.70,116,698,.170,11,0.13,6,0.07,279,16,103,1.18,5,28,33,0.38,260.0,3.0
Hastings,DS,26,92,6,0.07,9,29,-.103,11,0.12,16,0.17,42,3,107,1.16,0,2,2,0.02,23.0,0.3
Hastings,RS,28,102,282,2.76,127,742,.209,1,0.01,0,0.00,4,2,26,0.25,13,60,73,0.72,325.0,3.2
Hastings,OH,31,106,315,2.97,103,805,.263,0,0.00,0,0.00,152,11,52,0.49,7,39,46,0.43,341.5,3.2
Hastings,OH,8,8,4,0.50,1,13,.231,1,0.13,0,0.00,0,0,2,0.25,0,0,0,0.00,4.0,0.5
Hastings,S,21,64,11,0.17,5,27,.222,226,3.53,15,0.23,1,0,58,0.91,0,6,6,0.09,29.0,0.5
Hastings,S,28,101,87,0.86,31,245,.229,981,9.71,38,0.38,3,0,246,2.44,5,36,41,0.41,148.0,1.5
Hastings,OH,20,42,116,2.76,46,332,.211,3,0.07,1,0.02,78,8,27,0.64,2,15,17,0.40,126.5,3.0
Hastings,MB,32,114,107,0.94,36,296,.240,2,0.02,0,0.00,10,2,22,0.19,15,84,99,0.87,164.0,1.4
Hannibal-LaGrange,OH,27,74,32,0.43,37,201,-.025,5,0.07,3,0.04,120,20,56,0.76,3,9,12,0.16,42.5,0.6
Hannibal-LaGrange,OH,26,89,16,0.18,11,97,.052,8,0.09,24,0.27,416,43,183,2.06,0,1,1,0.01,40.5,0.5
Hannibal-LaGrange,OH,11,11,1,0.09,4,7,-.429,0,0.00,0,0.00,3,0,2,0.18,0,0,0,0.00,1.0,0.1
Hannibal-LaGrange,DS,14,29,1,0.03,3,5,-.400,4,0.14,0,0.00,105,11,31,1.07,0,0,0,0.00,1.0,0.0
Hannibal-LaGrange,S,11,29,2,0.07,0,8,.250,61,2.10,3,0.10,3,1,26,0.90,0,0,0,0.00,5.0,0.2
Hannibal-LaGrange,LB,31,112,7,0.06,2,46,.109,39,0.35,17,0.15,718,67,422,3.77,0,0,0,0.00,24.0,0.2
Hannibal-LaGrange,MB,30,95,101,1.06,60,301,.136,8,0.08,0,0.00,5,0,30,0.32,19,62,81,0.85,151.0,1.6
Hannibal-LaGrange,OH,23,84,193,2.30,97,659,.146,37,0.44,29,0.35,579,28,360,4.29,3,24,27,0.32,237.0,2.8
Hannibal-LaGrange,S,31,111,9,0.08,10,44,-.023,639,5.76,13,0.12,4,0,193,1.74,0,1,1,0.01,22.5,0.2
Hannibal-LaGrange,OP,28,82,49,0.60,61,259,-.046,3,0.04,2,0.02,7,2,24,0.29,3,15,18,0.22,61.5,0.8
Hannibal-LaGrange,MB,31,113,176,1.56,67,474,.230,2,0.02,11,0.10,6,2,48,0.42,16,56,72,0.64,231.0,2.0
Hannibal-LaGrange,MB,31,113,162,1.43,99,611,.103,11,0.10,1,0.01,26,8,63,0.56,10,32,42,0.37,189.0,1.7
Hannibal-LaGrange,DS,18,42,1,0.02,4,25,-.120,23,0.55,2,0.05,76,2,39,0.93,1,0,1,0.02,4.0,0.1
Hannibal-LaGrange,MB,9,18,6,0.33,7,28,-.036,3,0.17,0,0.00,1,0,4,0.22,0,3,3,0.17,7.5,0.4
Hannibal-LaGrange,OP,31,113,405,3.58,130,966,.285,240,2.12,23,0.20,185,17,205,1.81,9,57,66,0.58,465.5,4.1
Harris-Stowe,DS/L,17,68,4,0.06,7,34,-.088,29,0.43,8,0.12,502,43,363,5.34,0,0,0,0.00,12.0,0.2
Harris-Stowe,DS,19,70,2,0.03,2,6,.000,4,0.06,24,0.34,11,2,16,0.23,0,1,1,0.01,26.5,0.4
Harris-Stowe,DS,20,78,4,0.05,7,22,-.136,3,0.04,2,0.03,257,37,94,1.21,0,0,0,0.00,6.0,0.1
Harris-Stowe,OH,20,77,154,2.00,114,423,.095,1,0.01,25,0.32,50,7,67,0.87,4,11,15,0.19,188.5,2.4
Harris-Stowe,S,20,79,21,0.27,11,78,.128,687,8.70,19,0.24,13,1,120,1.52,2,17,19,0.24,50.5,0.6
Harris-Stowe,OH,19,65,152,2.34,88,428,.150,5,0.08,2,0.03,13,4,30,0.46,6,19,25,0.38,169.5,2.6
Harris-Stowe,MH,20,76,157,2.07,95,443,.140,9,0.12,23,0.30,152,22,68,0.89,2,22,24,0.32,193.0,2.5
Harris-Stowe,MH,20,79,208,2.63,73,470,.287,10,0.13,10,0.13,6,0,33,0.42,15,48,63,0.80,257.0,3.3
Harris-Stowe,DS/L,20,73,3,0.04,5,31,-.065,8,0.11,12,0.16,215,23,93,1.27,0,0,0,0.00,15.0,0.2
Harris-Stowe,OH/RS,15,35,37,1.06,32,131,.038,3,0.09,8,0.23,30,2,23,0.66,0,7,7,0.20,48.5,1.4
Harris-Stowe,S/DS,24,95,3,0.03,5,28,-.071,28,0.29,38,0.40,164,31,96,1.01,0,0,0,0.00,41.0,0.4
Harris-Stowe,MH,9,15,5,0.33,5,23,.000,0,0.00,0,0.00,0,0,3,0.20,0,2,2,0.13,6.0,0.4
Harris-Stowe,MH,24,95,114,1.20,77,334,.111,6,0.06,0,0.00,0,0,16,0.17,25,36,61,0.64,157.0,1.7
Indiana Northwest,DS,21,66,2,0.03,3,8,-.125,5,0.08,3,0.05,91,9,74,1.12,0,0,0,0.00,5.0,0.1
Indiana Northwest,OH,28,100,104,1.04,62,425,.099,3,0.03,23,0.23,70,6,89,0.89,3,7,10,0.10,133.5,1.3
Indiana Northwest,DS,9,11,0,0.00,0,2,.000,0,0.00,2,0.18,0,0,2,0.18,0,0,0,0.00,2.0,0.2
Indiana Northwest,DS,22,70,1,0.01,6,19,-.263,9,0.13,1,0.01,201,23,97,1.39,0,0,0,0.00,2.0,0.0
Indiana Northwest,S,8,16,1,0.06,0,4,.250,35,2.19,0,0.00,2,0,13,0.81,0,0,0,0.00,1.0,0.1
Indiana Northwest,DS,4,8,1,0.13,0,3,.333,1,0.13,0,0.00,0,0,2,0.25,0,0,0,0.00,1.0,0.1
Indiana Northwest,MB,28,106,111,1.05,44,310,.216,6,0.06,1,0.01,12,1,19,0.18,33,23,56,0.53,156.5,1.5
Indiana Northwest,RS,23,64,7,0.11,0,9,.778,0,0.00,13,0.20,3,0,26,0.41,1,0,1,0.02,21.0,0.3
Indiana Northwest,DS,28,106,8,0.08,8,90,.000,69,0.65,27,0.25,611,35,413,3.90,1,0,1,0.01,36.0,0.3
Indiana Northwest,OH,28,106,84,0.79,51,352,.094,14,0.13,9,0.08,449,21,212,2.00,3,8,11,0.10,100.0,0.9
Indiana Northwest,MB,28,106,148,1.40,55,430,.216,5,0.05,3,0.03,9,0,29,0.27,57,45,102,0.96,230.5,2.2
Indiana Northwest,S,26,97,58,0.60,25,216,.153,793,8.18,23,0.24,10,3,209,2.15,8,13,21,0.22,95.5,1.0
Indiana Northwest,MB,28,102,228,2.24,124,705,.148,13,0.13,45,0.44,31,3,131,1.28,12,20,32,0.31,295.0,2.9
Indiana Northwest,DS,11,16,1,0.06,0,3,.333,1,0.06,0,0.00,12,1,3,0.19,0,0,0,0.00,1.0,0.1
Indiana Northwest,S,4,10,1,0.10,1,8,.000,31,3.10,4,0.40,0,0,20,2.00,0,0,0,0.00,5.0,0.5
Indiana Northwest,OH,27,103,355,3.45,151,1141,.179,33,0.32,51,0.50,442,18,405,3.93,14,21,35,0.34,430.5,4.2
IU Kokomo,DS,33,113,1,0.01,3,10,-.200,27,0.24,3,0.03,298,19,157,1.39,0,0,0,0.00,4.0,0.0
IU Kokomo,DS,31,105,3,0.03,0,16,.188,35,0.33,23,0.22,226,8,194,1.85,0,0,0,0.00,26.0,0.2
IU Kokomo,DS,33,114,5,0.04,1,17,.235,116,1.02,20,0.18,398,21,589,5.17,0,1,1,0.01,25.5,0.2
IU Kokomo,S,30,101,29,0.29,15,73,.192,560,5.54,24,0.24,7,0,198,1.96,0,3,3,0.03,54.5,0.5
IU Kokomo,RS,33,109,240,2.20,80,602,.266,16,0.15,33,0.30,28,1,61,0.56,10,84,94,0.86,325.0,3.0
IU Kokomo,OH,32,107,245,2.29,79,751,.221,22,0.21,42,0.39,104,8,118,1.10,10,43,53,0.50,318.5,3.0
IU Kokomo,MH,10,15,13,0.87,14,52,-.019,0,0.00,0,0.00,1,0,5,0.33,0,1,1,0.07,13.5,0.9
IU Kokomo,S,33,114,114,1.00,26,231,.381,558,4.89,11,0.10,6,1,87,0.76,8,58,66,0.58,162.0,1.4
IU Kokomo,OH,32,104,165,1.59,105,566,.106,14,0.13,40,0.38,47,10,116,1.12,3,20,23,0.22,218.0,2.1
IU Kokomo,MH,16,24,45,1.88,24,121,.174,4,0.17,2,0.08,1,0,13,0.54,0,10,10,0.42,52.0,2.2
IU Kokomo,DS,28,95,0,0.00,2,7,-.286,16,0.17,0,0.00,260,15,161,1.69,0,0,0,0.00,0.0,0.0
IU Kokomo,MH,33,109,262,2.40,98,640,.256,1,0.01,3,0.03,13,2,52,0.48,7,60,67,0.61,302.0,2.8
IU Kokomo,OH,16,21,16,0.76,13,53,.057,3,0.14,0,0.00,2,0,6,0.29,1,4,5,0.24,19.0,0.9
IU Kokomo,OH,21,51,61,1.20,37,183,.131,7,0.14,2,0.04,56,4,59,1.16,0,7,7,0.14,66.5,1.3
IU Kokomo,MH,12,19,28,1.47,11,68,.250,0,0.00,0,0.00,4,2,3,0.16,1,11,12,0.63,34.5,1.8
IU Kokomo,MH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IU Kokomo,OH,32,97,252,2.60,50,460,.439,8,0.08,2,0.02,11,0,13,0.13,11,77,88,0.91,303.5,3.1
Indiana East,DS/Pin,23,54,38,0.70,17,113,.186,3,0.06,3,0.06,85,10,20,0.37,0,1,1,0.02,41.5,0.8
